year,county,age,births,population,birth_rate
2013,Beckham,30-34 years,58.0,1871.0,31.0
2013,Beckham,35-39 years,23.0,1510.0,15.2
2013,Beckham,40-44 years,6.0,1398.0,4.3
2013,Blaine,15-17 years,0.0,392.0,0.0
2013,Blaine,18-19 years,19.0,227.0,83.7
2013,Blaine,20-24 years,55.0,575.0,95.7
2013,Blaine,25-29 years,47.0,480.0,97.9
2013,Blaine,30-34 years,29.0,552.0,52.5
2013,Blaine,35-39 years,9.0,507.0,17.8
2013,Blaine,40-44 years,5.0,515.0,9.7
2013,Bryan,15-17 years,14.0,1657.0,8.4
2013,Bryan,18-19 years,61.0,1266.0,48.2
2013,Bryan,20-24 years,201.0,3510.0,57.3
2013,Bryan,25-29 years,174.0,3096.0,56.2
2013,Bryan,30-34 years,70.0,2760.0,25.4
2013,Bryan,35-39 years,21.0,2474.0,8.5
2013,Bryan,40-44 years,9.0,2668.0,3.4
2013,Bryan,Unknown Age,0.0,0.0,0.0
2013,Caddo,15-17 years,17.0,1186.0,14.3
2013,Caddo,18-19 years,42.0,716.0,58.7
2013,Caddo,20-24 years,166.0,1885.0,88.1
2013,Caddo,25-29 years,114.0,1948.0,58.5
2013,Caddo,30-34 years,65.0,1984.0,32.8
2013,Caddo,35-39 years,17.0,1679.0,10.1
2013,Caddo,40-44 years,6.0,1790.0,3.4
2013,Canadian,15-17 years,37.0,5532.0,6.7
2013,Canadian,18-19 years,70.0,2847.0,24.6
2013,Canadian,20-24 years,374.0,7011.0,53.3
2013,Canadian,25-29 years,574.0,8757.0,65.5
2013,Canadian,30-34 years,441.0,9668.0,45.6
2013,Canadian,35-39 years,166.0,8893.0,18.7
2013,Canadian,40-44 years,29.0,9059.0,3.2
2013,Canadian,Unknown Age,0.0,0.0,0.0
2013,Carter,15-17 years,26.0,2000.0,13.0
2013,Carter,18-19 years,83.0,1081.0,76.8
2013,Carter,20-24 years,229.0,2901.0,78.9
2013,Carter,25-29 years,171.0,2938.0,58.2
2013,Carter,30-34 years,129.0,3122.0,41.3
2013,Carter,35-39 years,35.0,3031.0,11.5
2013,Carter,40-44 years,7.0,3043.0,2.3
2013,Cherokee,10-14 years,0.0,3026.0,0.0
2013,Cherokee,15-17 years,23.0,1979.0,11.6
2013,Cherokee,18-19 years,43.0,1945.0,22.1
2013,Cherokee,20-24 years,218.0,5313.0,41.0
2013,Cherokee,25-29 years,170.0,2817.0,60.3
2013,Cherokee,30-34 years,96.0,2939.0,32.7
2013,Cherokee,35-39 years,40.0,2540.0,15.7
2013,Cherokee,40-44 years,9.0,2720.0,3.3
2013,Choctaw,15-17 years,8.0,590.0,13.6
2013,Choctaw,18-19 years,21.0,292.0,71.9
2013,Choctaw,20-24 years,77.0,878.0,87.7
2013,Choctaw,25-29 years,42.0,774.0,54.3
2013,Choctaw,30-34 years,33.0,812.0,40.6
2013,Choctaw,35-39 years,7.0,799.0,8.8
2013,Choctaw,45-54 years,0.0,1976.0,0.0
2013,Choctaw,Unknown Age,0.0,0.0,0.0
2013,Cimarron,18-19 years,0.0,38.0,0.0
2013,Cimarron,20-24 years,10.0,99.0,101.0
2013,Cimarron,25-29 years,15.0,132.0,113.6
2013,Cimarron,30-34 years,6.0,114.0,52.6
2013,Cimarron,35-39 years,0.0,112.0,0.0
2013,Cleveland,15-17 years,53.0,9906.0,5.4
2013,Cleveland,18-19 years,142.0,9662.0,14.7
2013,Cleveland,20-24 years,665.0,30818.0,21.6
2013,Cleveland,25-29 years,967.0,20486.0,47.2
2013,Cleveland,30-34 years,862.0,20848.0,41.3
2013,Cleveland,35-39 years,258.0,17169.0,15.0
2013,Cleveland,40-44 years,59.0,16642.0,3.5
2013,Cleveland,45-54 years,0.0,33095.0,0.0
2013,Coal,15-17 years,0.0,264.0,0.0
2013,Coal,18-19 years,6.0,152.0,39.5
2013,Coal,20-24 years,21.0,360.0,58.3
2013,Coal,25-29 years,19.0,266.0,71.4
2013,Coal,30-34 years,10.0,287.0,34.8
2013,Coal,35-39 years,0.0,339.0,0.0
2013,Comanche,10-14 years,0.0,7937.0,0.0
2013,Comanche,15-17 years,54.0,4700.0,11.5
2013,Comanche,18-19 years,139.0,4196.0,33.1
2013,Comanche,20-24 years,646.0,12207.0,52.9
2013,Comanche,25-29 years,604.0,10972.0,55.0
2013,Comanche,30-34 years,352.0,9964.0,35.3
2013,Comanche,35-39 years,129.0,7745.0,16.7
2013,Comanche,40-44 years,29.0,7467.0,3.9
2013,Comanche,Unknown Age,0.0,0.0,0.0
2013,Cotton,15-17 years,6.0,285.0,21.1
2013,Cotton,18-19 years,7.0,129.0,54.3
2013,Cotton,20-24 years,28.0,387.0,72.4
2013,Cotton,25-29 years,17.0,298.0,57.0
2013,Cotton,30-34 years,17.0,353.0,48.2
2013,Cotton,35-39 years,0.0,315.0,0.0
2013,Cotton,40-44 years,0.0,389.0,0.0
2013,Craig,10-14 years,0.0,945.0,0.0
2013,Craig,15-17 years,9.0,588.0,15.3
2013,Craig,18-19 years,11.0,317.0,34.7
2013,Craig,20-24 years,55.0,887.0,62.0
2013,Craig,25-29 years,42.0,809.0,51.9
2013,Craig,30-34 years,32.0,791.0,40.5
2013,Craig,35-39 years,12.0,874.0,13.7
2013,Craig,40-44 years,0.0,916.0,0.0
2013,Creek,15-17 years,26.0,3087.0,8.4
2013,Creek,18-19 years,80.0,1582.0,50.6
2013,Creek,20-24 years,273.0,4192.0,65.1
2013,Creek,25-29 years,246.0,3983.0,61.8
2013,Creek,30-34 years,163.0,4210.0,38.7
2013,Creek,35-39 years,56.0,4013.0,14.0
2013,Creek,40-44 years,12.0,4496.0,2.7
2013,Creek,Unknown Age,0.0,0.0,0.0
2013,Custer,10-14 years,0.0,1898.0,0.0
2013,Custer,15-17 years,19.0,1009.0,18.8
2013,Custer,18-19 years,31.0,1187.0,26.1
2013,Custer,20-24 years,156.0,3964.0,39.4
2013,Custer,25-29 years,166.0,2162.0,76.8
2013,Custer,30-34 years,101.0,1979.0,51.0
2013,Custer,35-39 years,24.0,1460.0,16.4
2013,Custer,40-44 years,0.0,1472.0,0.0
2013,Delaware,15-17 years,20.0,1637.0,12.2
2013,Delaware,18-19 years,50.0,890.0,56.2
2013,Delaware,20-24 years,142.0,2149.0,66.1
2013,Delaware,25-29 years,123.0,1943.0,63.3
2013,Delaware,30-34 years,54.0,2014.0,26.8
2013,Delaware,35-39 years,23.0,2063.0,11.1
2013,Delaware,40-44 years,5.0,2410.0,2.1
2013,Delaware,45-54 years,0.0,5539.0,0.0
2013,Dewey,18-19 years,6.0,112.0,53.6
2013,Dewey,20-24 years,22.0,241.0,91.3
2013,Dewey,25-29 years,22.0,238.0,92.4
2013,Dewey,30-34 years,14.0,280.0,50.0
2013,Dewey,35-39 years,7.0,263.0,26.6
2013,Dewey,40-44 years,0.0,243.0,0.0
2013,Ellis,18-19 years,0.0,89.0,0.0
2013,Ellis,20-24 years,10.0,182.0,54.9
2013,Ellis,25-29 years,10.0,160.0,62.5
2013,Ellis,30-34 years,8.0,239.0,33.5
2013,Ellis,35-39 years,6.0,250.0,24.0
2013,Ellis,40-44 years,0.0,231.0,0.0
2013,Garfield,15-17 years,20.0,2443.0,8.2
2013,Garfield,18-19 years,73.0,1343.0,54.4
2013,Garfield,20-24 years,288.0,4382.0,65.7
2013,Garfield,25-29 years,302.0,4382.0,68.9
2013,Garfield,30-34 years,192.0,4431.0,43.3
2013,Garfield,35-39 years,70.0,3476.0,20.1
2013,Garfield,40-44 years,10.0,3372.0,3.0
2013,Garvin,15-17 years,11.0,1100.0,10.0
2013,Garvin,18-19 years,44.0,598.0,73.6
2013,Garvin,20-24 years,130.0,1600.0,81.3
2013,Garvin,25-29 years,124.0,1556.0,79.7
2013,Garvin,30-34 years,65.0,1765.0,36.8
2013,Garvin,35-39 years,15.0,1575.0,9.5
2013,Garvin,40-44 years,5.0,1686.0,3.0
2013,Grady,15-17 years,18.0,2367.0,7.6
2013,Grady,18-19 years,39.0,1249.0,31.2
2013,Grady,20-24 years,197.0,3333.0,59.1
2013,Grady,25-29 years,189.0,3084.0,61.3
2013,Grady,30-34 years,126.0,3593.0,35.1
2013,Grady,35-39 years,48.0,3229.0,14.9
2013,Grady,40-44 years,10.0,3477.0,2.9
2013,Grady,45-54 years,0.0,7587.0,0.0
2013,Grant,15-17 years,0.0,165.0,0.0
2013,Grant,18-19 years,0.0,99.0,0.0
2013,Grant,20-24 years,18.0,218.0,82.6
2013,Grant,25-29 years,20.0,224.0,89.3
2013,Grant,30-34 years,11.0,235.0,46.8
2013,Grant,35-39 years,0.0,234.0,0.0
2013,Greer,15-17 years,0.0,191.0,0.0
2013,Greer,18-19 years,6.0,113.0,53.1
2013,Greer,20-24 years,31.0,394.0,78.7
2013,Greer,25-29 years,23.0,514.0,44.7
2013,Greer,30-34 years,10.0,475.0,21.1
2013,Greer,35-39 years,0.0,387.0,0.0
2013,Greer,40-44 years,0.0,395.0,0.0
2013,Harmon,15-17 years,0.0,107.0,0.0
2013,Harmon,18-19 years,5.0,65.0,76.9
2013,Harmon,20-24 years,14.0,169.0,82.8
2013,Harmon,25-29 years,11.0,148.0,74.3
2013,Harmon,30-34 years,5.0,196.0,25.5
2013,Harmon,35-39 years,0.0,143.0,0.0
2013,Harmon,40-44 years,0.0,156.0,0.0
2013,Harper,15-17 years,0.0,146.0,0.0
2013,Harper,18-19 years,0.0,80.0,0.0
2013,Harper,20-24 years,20.0,204.0,98.0
2013,Harper,25-29 years,25.0,197.0,126.9
2013,Harper,30-34 years,16.0,268.0,59.7
2013,Harper,35-39 years,7.0,226.0,31.0
2013,Harper,40-44 years,0.0,172.0,0.0
2013,Haskell,10-14 years,0.0,942.0,0.0
2013,Haskell,15-17 years,9.0,532.0,16.9
2013,Haskell,18-19 years,12.0,300.0,40.0
2013,Haskell,20-24 years,68.0,764.0,89.0
2013,Haskell,25-29 years,57.0,712.0,80.1
2013,Haskell,30-34 years,22.0,787.0,28.0
2013,Haskell,35-39 years,6.0,704.0,8.5
2013,Haskell,40-44 years,0.0,748.0,0.0
2013,Hughes,10-14 years,0.0,866.0,0.0
2013,Hughes,15-17 years,0.0,537.0,0.0
2013,Hughes,18-19 years,15.0,295.0,50.8
2013,Hughes,20-24 years,59.0,864.0,68.3
2013,Hughes,25-29 years,37.0,863.0,42.9
2013,Hughes,30-34 years,23.0,937.0,24.5
2013,Hughes,35-39 years,6.0,851.0,7.1
2013,Hughes,40-44 years,0.0,853.0,0.0
2013,Jackson,10-14 years,0.0,1743.0,0.0
2013,Jackson,15-17 years,16.0,1003.0,16.0
2013,Jackson,18-19 years,28.0,722.0,38.8
2013,Jackson,20-24 years,142.0,2208.0,64.3
2013,Jackson,25-29 years,122.0,1985.0,61.5
2013,Jackson,30-34 years,91.0,1815.0,50.1
2013,Jackson,35-39 years,33.0,1546.0,21.3
2013,Jackson,40-44 years,0.0,1425.0,0.0
2013,Jefferson,15-17 years,0.0,239.0,0.0
2013,Jefferson,18-19 years,11.0,127.0,86.6
2013,Jefferson,20-24 years,32.0,346.0,92.5
2013,Jefferson,25-29 years,22.0,338.0,65.1
2013,Jefferson,30-34 years,8.0,335.0,23.9
2013,Jefferson,35-39 years,6.0,354.0,16.9
2013,Jefferson,40-44 years,0.0,337.0,0.0
2013,Johnston,15-17 years,0.0,436.0,0.0
2013,Johnston,18-19 years,12.0,360.0,33.3
2013,Johnston,20-24 years,51.0,693.0,73.6
2013,Johnston,25-29 years,46.0,629.0,73.1
2013,Johnston,30-34 years,24.0,623.0,38.5
2013,Johnston,35-39 years,8.0,597.0,13.4
2013,Johnston,40-44 years,0.0,642.0,0.0
2013,Kay,10-14 years,0.0,3105.0,0.0
2013,Kay,15-17 years,28.0,1863.0,15.0
2013,Kay,18-19 years,58.0,1203.0,48.2
2013,Kay,20-24 years,233.0,2910.0,80.1
2013,Kay,25-29 years,173.0,2506.0,69.0
2013,Kay,30-34 years,112.0,2775.0,40.4
2013,Kay,35-39 years,29.0,2503.0,11.6
2013,Kay,40-44 years,8.0,2453.0,3.3
2013,Kingfisher,15-17 years,0.0,665.0,0.0
2013,Kingfisher,18-19 years,16.0,362.0,44.2
2013,Kingfisher,20-24 years,65.0,862.0,75.4
2013,Kingfisher,25-29 years,65.0,845.0,76.9
2013,Kingfisher,30-34 years,38.0,956.0,39.7
2013,Kingfisher,35-39 years,18.0,896.0,20.1
2013,Kingfisher,40-44 years,0.0,885.0,0.0
2013,Kiowa,15-17 years,5.0,391.0,12.8
2013,Kiowa,18-19 years,11.0,211.0,52.1
2013,Kiowa,20-24 years,29.0,489.0,59.3
2013,Kiowa,25-29 years,39.0,513.0,76.0
2013,Kiowa,30-34 years,22.0,546.0,40.3
2013,Kiowa,35-39 years,0.0,486.0,0.0
2013,Latimer,15-17 years,0.0,433.0,0.0
2013,Latimer,18-19 years,9.0,360.0,25.0
2013,Latimer,20-24 years,39.0,802.0,48.6
2013,Latimer,25-29 years,23.0,584.0,39.4
2013,Latimer,30-34 years,14.0,608.0,23.0
2013,Latimer,35-39 years,0.0,504.0,0.0
2013,Le Flore,10-14 years,0.0,3537.0,0.0
2013,Le Flore,15-17 years,22.0,2042.0,10.8
2013,Le Flore,18-19 years,58.0,1260.0,46.0
2013,Le Flore,20-24 years,256.0,3117.0,82.1
2013,Le Flore,25-29 years,177.0,2929.0,60.4
2013,Le Flore,30-34 years,105.0,3092.0,34.0
2013,Le Flore,35-39 years,38.0,2972.0,12.8
2013,Le Flore,40-44 years,5.0,3036.0,1.6
2013,Le Flore,Unknown Age,0.0,0.0,0.0
2013,Lincoln,15-17 years,12.0,1495.0,8.0
2013,Lincoln,18-19 years,38.0,823.0,46.2
2013,Lincoln,20-24 years,156.0,1886.0,82.7
2013,Lincoln,25-29 years,124.0,1715.0,72.3
2013,Lincoln,30-34 years,60.0,1887.0,31.8
2013,Lincoln,35-39 years,20.0,1881.0,10.6
2013,Lincoln,40-44 years,7.0,2106.0,3.3
2013,Logan,10-14 years,0.0,3058.0,0.0
2013,Logan,15-17 years,9.0,1893.0,4.8
2013,Logan,18-19 years,21.0,1796.0,11.7
2013,Logan,20-24 years,111.0,3004.0,37.0
2013,Logan,25-29 years,142.0,2349.0,60.5
2013,Logan,30-34 years,129.0,2719.0,47.4
2013,Logan,35-39 years,50.0,2645.0,18.9
2013,Logan,40-44 years,10.0,2822.0,3.5
2013,Love,10-14 years,0.0,666.0,0.0
2013,Love,15-17 years,0.0,390.0,0.0
2013,Love,18-19 years,8.0,221.0,36.2
2013,Love,20-24 years,41.0,547.0,75.0
2013,Love,25-29 years,33.0,536.0,61.6
2013,Love,30-34 years,25.0,581.0,43.0
2013,Love,35-39 years,10.0,512.0,19.5
2013,McClain,10-14 years,0.0,2706.0,0.0
2013,McClain,15-17 years,8.0,1682.0,4.8
2013,McClain,18-19 years,23.0,880.0,26.1
2013,McClain,20-24 years,101.0,2011.0,50.2
2013,McClain,25-29 years,126.0,1911.0,65.9
2013,McClain,30-34 years,102.0,2373.0,43.0
2013,McClain,35-39 years,31.0,2314.0,13.4
2013,McClain,40-44 years,10.0,2415.0,4.1
2013,McClain,45-54 years,0.0,5221.0,0.0
2013,McCurtain,10-14 years,0.0,2340.0,0.0
2013,McCurtain,15-17 years,20.0,1486.0,13.5
2013,McCurtain,18-19 years,64.0,799.0,80.1
2013,McCurtain,20-24 years,201.0,2016.0,99.7
2013,McCurtain,25-29 years,131.0,1761.0,74.4
2013,McCurtain,30-34 years,60.0,1953.0,30.7
2013,McCurtain,35-39 years,18.0,1863.0,9.7
2013,McCurtain,40-44 years,0.0,2004.0,0.0
2013,McIntosh,15-17 years,8.0,762.0,10.5
2013,McIntosh,18-19 years,22.0,433.0,50.8
2013,McIntosh,20-24 years,97.0,990.0,98.0
2013,McIntosh,25-29 years,51.0,921.0,55.4
2013,McIntosh,30-34 years,37.0,1000.0,37.0
2013,McIntosh,35-39 years,18.0,933.0,19.3
2013,McIntosh,40-44 years,0.0,1122.0,0.0
2013,Major,15-17 years,0.0,283.0,0.0
2013,Major,18-19 years,0.0,163.0,0.0
2013,Major,20-24 years,29.0,395.0,73.4
2013,Major,25-29 years,35.0,379.0,92.3
2013,Major,30-34 years,28.0,489.0,57.3
2013,Major,35-39 years,11.0,378.0,29.1
2013,Major,40-44 years,0.0,407.0,0.0
2013,Marshall,15-17 years,6.0,609.0,9.9
2013,Marshall,18-19 years,15.0,369.0,40.7
2013,Marshall,20-24 years,70.0,837.0,83.6
2013,Marshall,25-29 years,42.0,811.0,51.8
2013,Marshall,30-34 years,29.0,843.0,34.4
2013,Marshall,35-39 years,8.0,843.0,9.5
2013,Marshall,40-44 years,0.0,905.0,0.0
2013,Mayes,10-14 years,0.0,2870.0,0.0
2013,Mayes,15-17 years,14.0,1840.0,7.6
2013,Mayes,18-19 years,54.0,996.0,54.2
2013,Mayes,20-24 years,194.0,2438.0,79.6
2013,Mayes,25-29 years,152.0,2282.0,66.6
2013,Mayes,30-34 years,74.0,2448.0,30.2
2013,Mayes,35-39 years,21.0,2302.0,9.1
2013,Mayes,40-44 years,0.0,2507.0,0.0
2013,Mayes,Unknown Age,0.0,0.0,0.0
2013,Murray,10-14 years,0.0,953.0,0.0
2013,Murray,15-17 years,6.0,547.0,11.0
2013,Murray,18-19 years,13.0,283.0,45.9
2013,Murray,20-24 years,61.0,740.0,82.4
2013,Murray,25-29 years,56.0,723.0,77.5
2013,Murray,30-34 years,23.0,849.0,27.1
2013,Murray,35-39 years,5.0,707.0,7.1
2013,Muskogee,10-14 years,0.0,4783.0,0.0
2013,Muskogee,15-17 years,40.0,2752.0,14.5
2013,Muskogee,18-19 years,77.0,1866.0,41.3
2013,Muskogee,20-24 years,316.0,4618.0,68.4
2013,Muskogee,25-29 years,266.0,4456.0,59.7
2013,Muskogee,30-34 years,160.0,4661.0,34.3
2013,Muskogee,35-39 years,42.0,4188.0,10.0
2013,Muskogee,40-44 years,10.0,4226.0,2.4
2013,Muskogee,45-54 years,0.0,9120.0,0.0
2013,Noble,15-17 years,0.0,478.0,0.0
2013,Noble,18-19 years,10.0,236.0,42.4
2013,Noble,20-24 years,46.0,593.0,77.6
2013,Noble,25-29 years,48.0,654.0,73.4
2013,Noble,30-34 years,22.0,679.0,32.4
2013,Noble,35-39 years,12.0,641.0,18.7
2013,Nowata,18-19 years,9.0,264.0,34.1
2013,Nowata,20-24 years,48.0,603.0,79.6
2013,Nowata,25-29 years,35.0,579.0,60.4
2013,Nowata,30-34 years,20.0,594.0,33.7
2013,Nowata,35-39 years,0.0,525.0,0.0
2013,Nowata,40-44 years,0.0,642.0,0.0
2013,Okfuskee,15-17 years,8.0,529.0,15.1
2013,Okfuskee,18-19 years,14.0,269.0,52.0
2013,Okfuskee,20-24 years,53.0,712.0,74.4
2013,Okfuskee,25-29 years,48.0,729.0,65.8
2013,Okfuskee,30-34 years,21.0,793.0,26.5
2013,Okfuskee,35-39 years,10.0,713.0,14.0
2013,Okfuskee,40-44 years,5.0,821.0,6.1
2013,Oklahoma,10-14 years,14.0,50620.0,0.3
2013,Oklahoma,15-17 years,353.0,28294.0,12.5
2013,Oklahoma,18-19 years,819.0,18250.0,44.9
2013,Oklahoma,20-24 years,3230.0,55859.0,57.8
2013,Oklahoma,25-29 years,3773.0,62237.0,60.6
2013,Oklahoma,30-34 years,2978.0,57694.0,51.6
2013,Oklahoma,35-39 years,1072.0,47900.0,22.4
2013,Oklahoma,40-44 years,205.0,46080.0,4.4
2013,Oklahoma,45-54 years,10.0,94181.0,0.1
2013,Oklahoma,Unknown Age,0.0,0.0,0.0
2013,Okmulgee,10-14 years,0.0,2744.0,0.0
2013,Okmulgee,15-17 years,13.0,1588.0,8.2
2013,Okmulgee,18-19 years,62.0,1170.0,53.0
2013,Okmulgee,20-24 years,175.0,2863.0,61.1
2013,Okmulgee,25-29 years,144.0,2229.0,64.6
2013,Okmulgee,30-34 years,83.0,2328.0,35.7
2013,Okmulgee,35-39 years,23.0,2068.0,11.1
2013,Okmulgee,40-44 years,0.0,2251.0,0.0
2013,Osage,15-17 years,17.0,1982.0,8.6
2013,Osage,18-19 years,36.0,1064.0,33.8
2013,Osage,20-24 years,170.0,2673.0,63.6
2013,Osage,25-29 years,116.0,2493.0,46.5
2013,Osage,30-34 years,66.0,2749.0,24.0
2013,Osage,35-39 years,34.0,2607.0,13.0
2013,Osage,40-44 years,0.0,2824.0,0.0
2013,Osage,45-54 years,0.0,6918.0,0.0
2013,Ottawa,15-17 years,19.0,1335.0,14.2
2013,Ottawa,18-19 years,46.0,1024.0,44.9
2013,Ottawa,20-24 years,170.0,2286.0,74.4
2013,Ottawa,25-29 years,133.0,1740.0,76.4
2013,Ottawa,30-34 years,69.0,1855.0,37.2
2013,Ottawa,35-39 years,36.0,1797.0,20.0
2013,Ottawa,40-44 years,7.0,1889.0,3.7
2013,Ottawa,Unknown Age,0.0,0.0,0.0
2013,Pawnee,15-17 years,9.0,752.0,12.0
2013,Pawnee,18-19 years,12.0,378.0,31.7
2013,Pawnee,20-24 years,70.0,923.0,75.8
2013,Pawnee,25-29 years,59.0,830.0,71.1
2013,Pawnee,30-34 years,23.0,915.0,25.1
2013,Pawnee,35-39 years,15.0,911.0,16.5
2013,Pawnee,40-44 years,0.0,1023.0,0.0
2013,Payne,10-14 years,0.0,4095.0,0.0
2013,Payne,15-17 years,19.0,2271.0,8.4
2013,Payne,18-19 years,45.0,5178.0,8.7
2013,Payne,20-24 years,256.0,17064.0,15.0
2013,Payne,25-29 years,294.0,5928.0,49.6
2013,Payne,30-34 years,200.0,5057.0,39.5
2013,Payne,35-39 years,64.0,3967.0,16.1
2013,Payne,40-44 years,12.0,3525.0,3.4
2013,Payne,45-54 years,0.0,7497.0,0.0
2013,Pittsburg,10-14 years,0.0,2695.0,0.0
2013,Pittsburg,15-17 years,23.0,1638.0,14.0
2013,Pittsburg,18-19 years,48.0,939.0,51.1
2013,Pittsburg,20-24 years,190.0,2733.0,69.5
2013,Pittsburg,25-29 years,174.0,2949.0,59.0
2013,Pittsburg,30-34 years,84.0,2884.0,29.1
2013,Pittsburg,35-39 years,29.0,2717.0,10.7
2013,Pittsburg,40-44 years,5.0,2613.0,1.9
2013,Pittsburg,Unknown Age,0.0,0.0,0.0
2013,Pontotoc,10-14 years,0.0,2378.0,0.0
2013,Pontotoc,15-17 years,17.0,1381.0,12.3
2013,Pontotoc,18-19 years,41.0,1262.0,32.5
2013,Pontotoc,20-24 years,202.0,3411.0,59.2
2013,Pontotoc,25-29 years,169.0,2842.0,59.5
2013,Pontotoc,30-34 years,83.0,2434.0,34.1
2013,Pontotoc,35-39 years,37.0,2094.0,17.7
2013,Pontotoc,40-44 years,8.0,2141.0,3.7
2013,Pottawatomie,10-14 years,0.0,4948.0,0.0
2013,Pottawatomie,15-17 years,32.0,2874.0,11.1
2013,Pottawatomie,18-19 years,89.0,2082.0,42.7
2013,Pottawatomie,20-24 years,306.0,5026.0,60.9
2013,Pottawatomie,25-29 years,261.0,4523.0,57.7
2013,Pottawatomie,30-34 years,161.0,4552.0,35.4
2013,Pottawatomie,35-39 years,47.0,4172.0,11.3
2013,Pottawatomie,40-44 years,17.0,4511.0,3.8
2013,Pottawatomie,45-54 years,0.0,9379.0,0.0
2013,Pushmataha,15-17 years,0.0,421.0,0.0
2013,Pushmataha,18-19 years,16.0,248.0,64.5
2013,Pushmataha,20-24 years,59.0,604.0,97.7
2013,Pushmataha,25-29 years,36.0,587.0,61.3
2013,Pushmataha,30-34 years,22.0,609.0,36.1
2013,Pushmataha,35-39 years,9.0,524.0,17.2
2013,Pushmataha,40-44 years,0.0,604.0,0.0
2013,Roger Mills,15-17 years,0.0,134.0,0.0
2013,Roger Mills,18-19 years,0.0,71.0,0.0
2013,Roger Mills,20-24 years,17.0,159.0,106.9
2013,Roger Mills,25-29 years,11.0,208.0,52.9
2013,Roger Mills,30-34 years,17.0,261.0,65.1
2013,Roger Mills,35-39 years,6.0,203.0,29.6
2013,Roger Mills,40-44 years,0.0,197.0,0.0
2013,Rogers,10-14 years,0.0,6749.0,0.0
2013,Rogers,15-17 years,26.0,4183.0,6.2
2013,Rogers,18-19 years,82.0,2331.0,35.2
2013,Rogers,20-24 years,336.0,5788.0,58.1
2013,Rogers,25-29 years,305.0,5018.0,60.8
2013,Rogers,30-34 years,209.0,5305.0,39.4
2013,Rogers,35-39 years,64.0,5095.0,12.6
2013,Rogers,40-44 years,15.0,6013.0,2.5
2013,Rogers,45-54 years,0.0,12924.0,0.0
2013,Rogers,Unknown Age,0.0,0.0,0.0
2013,Seminole,15-17 years,11.0,1107.0,9.9
2013,Seminole,18-19 years,34.0,711.0,47.8
2013,Seminole,20-24 years,132.0,1578.0,83.7
2013,Seminole,25-29 years,90.0,1342.0,67.1
2013,Seminole,30-34 years,55.0,1516.0,36.3
2013,Seminole,35-39 years,12.0,1447.0,8.3
2013,Seminole,40-44 years,6.0,1428.0,4.2
2013,Sequoyah,10-14 years,0.0,2972.0,0.0
2013,Sequoyah,15-17 years,15.0,1859.0,8.1
2013,Sequoyah,18-19 years,55.0,1066.0,51.6
2013,Sequoyah,20-24 years,179.0,2455.0,72.9
2013,Sequoyah,25-29 years,139.0,2291.0,60.7
2013,Sequoyah,30-34 years,71.0,2386.0,29.8
2013,Sequoyah,35-39 years,27.0,2451.0,11.0
2013,Sequoyah,40-44 years,6.0,2715.0,2.2
2013,Sequoyah,Unknown Age,0.0,0.0,0.0
2013,Stephens,10-14 years,0.0,3082.0,0.0
2013,Stephens,15-17 years,19.0,1842.0,10.3
2013,Stephens,18-19 years,48.0,964.0,49.8
2013,Stephens,20-24 years,184.0,2635.0,69.8
2013,Stephens,25-29 years,165.0,2675.0,61.7
2013,Stephens,30-34 years,88.0,2780.0,31.7
2013,Stephens,35-39 years,38.0,2557.0,14.9
2013,Stephens,40-44 years,10.0,2523.0,4.0
2013,Stephens,45-54 years,0.0,5915.0,0.0
2013,Texas,15-17 years,15.0,943.0,15.9
2013,Texas,18-19 years,25.0,694.0,36.0
2013,Texas,20-24 years,118.0,1862.0,63.4
2013,Texas,25-29 years,109.0,1660.0,65.7
2013,Texas,30-34 years,50.0,1607.0,31.1
2013,Texas,35-39 years,33.0,1487.0,22.2
2013,Texas,40-44 years,11.0,1438.0,7.6
2013,Texas,45-54 years,0.0,2615.0,0.0
2013,Tillman,15-17 years,0.0,324.0,0.0
2013,Tillman,18-19 years,6.0,183.0,32.8
2013,Tillman,20-24 years,37.0,465.0,79.6
2013,Tillman,25-29 years,33.0,442.0,74.7
2013,Tillman,30-34 years,11.0,432.0,25.5
2013,Tillman,35-39 years,5.0,391.0,12.8
2013,Tulsa,10-14 years,14.0,43038.0,0.3
2013,Tulsa,15-17 years,217.0,24836.0,8.7
2013,Tulsa,18-19 years,512.0,15223.0,33.6
2013,Tulsa,20-24 years,2444.0,43896.0,55.7
2013,Tulsa,25-29 years,2759.0,45958.0,60.0
2013,Tulsa,30-34 years,2264.0,45265.0,50.0
2013,Tulsa,35-39 years,851.0,40143.0,21.2
2013,Tulsa,40-44 years,173.0,40241.0,4.3
2013,Tulsa,45-54 years,8.0,80388.0,0.1
2013,Tulsa,Unknown Age,0.0,0.0,0.0
2013,Wagoner,10-14 years,0.0,5751.0,0.0
2013,Wagoner,15-17 years,22.0,3228.0,6.8
2013,Wagoner,18-19 years,45.0,1721.0,26.1
2013,Wagoner,20-24 years,209.0,4111.0,50.8
2013,Wagoner,25-29 years,249.0,4379.0,56.9
2013,Wagoner,30-34 years,234.0,5154.0,45.4
2013,Wagoner,35-39 years,72.0,4859.0,14.8
2013,Wagoner,40-44 years,16.0,5192.0,3.1
2013,Washington,15-17 years,9.0,2014.0,4.5
2013,Washington,18-19 years,39.0,1208.0,32.3
